13	13	18
14	1	1	-1	0	17	-1	-1	-1	12	17	-1	-1	
3	11	6	17	-1	-1	-1	14	8	-1	16	-1	-1	
-1	-1	-1	-1	9	2	-1	-1	-1	13	1	4	13	
8	5	9	0	5	-1	1	14	-1	10	6	-1	-1	
-1	-1	6	0	-1	12	-1	1	-1	-1	1	0	-1	
-1	2	-1	-1	10	-1	0	9	4	11	-1	0	3	
9	-1	-1	16	-1	9	16	9	9	3	2	2	-1	
-1	1	-1	-1	16	-1	5	6	4	5	0	8	16	
-1	11	16	1	-1	11	5	-1	15	-1	17	-1	6	
17	-1	16	3	10	12	9	-1	6	10	-1	16	4	
8	12	-1	-1	0	1	5	-1	17	-1	-1	-1	3	
10	-1	1	7	4	9	15	15	-1	1	-1	5	6	
8	10	6	1	-1	-1	-1	4	3	-1	-1	4	17	

