16_16_375girth8upGirth8emd8seed123protograph_from_16x16_5.txt_matrix1.txt	75.9000%	75.5000%	0.1333%	0.0333%
16_16_375girth8upGirth8emd8seed123protograph_from_16x16_5.txt_matrix2.txt	75.0667%	74.2667%	0.1000%	0.0333%
