1	2
1	672
1	1200
1	1814
1	2403
1	3025
1	3617
1	4110
1	4804
1	5138
2	121
2	669
2	1201
2	1810
2	2414
2	3027
2	3603
2	4160
2	4889
2	5500
2	5967
3	250
3	671
3	1201
3	1809
3	2415
3	3026
3	3612
3	4253
3	4737
3	5405
4	402
4	668
4	1199
4	1811
4	2418
4	3023
4	3632
4	4162
4	4859
4	5289
5	563
5	668
5	1204
5	1812
5	2410
5	2998
5	3613
5	4174
5	4802
5	5503
5	5848
6	458
6	673
6	1201
6	1815
6	2420
6	3013
6	3627
6	4163
6	4891
6	5162
6	5853
7	180
7	671
7	1200
7	1813
7	2408
7	3028
7	3546
7	4129
7	4793
7	5119
8	64
8	673
8	1203
8	1811
8	2406
8	3029
8	3587
8	4173
8	4888
8	5509
9	322
9	667
9	1211
9	1813
9	2411
9	3019
9	3552
9	4118
9	4895
9	5353
9	5916
10	342
10	619
10	1200
10	1815
10	2422
10	3011
10	3572
10	4082
10	4861
10	5409
11	508
11	670
11	1206
11	1803
11	2412
11	3020
11	3570
11	4264
11	4684
11	5508
11	5782
12	267
12	673
12	1209
12	1813
12	2409
12	3000
12	3559
12	4182
12	4896
12	5217
13	172
13	655
13	1203
13	1812
13	2411
13	3005
13	3590
13	4176
13	4897
13	5475
14	287
14	671
14	1208
14	1811
14	2419
14	3021
14	3598
14	4127
14	4789
14	5508
15	537
15	670
15	1201
15	1814
15	2427
15	3031
15	3575
15	4165
15	4683
15	5477
16	316
16	676
16	1199
16	1814
16	2417
16	3007
16	3621
16	4119
16	4805
16	5508
17	96
17	669
17	1202
17	1780
17	2416
17	3009
17	3628
17	4164
17	4691
17	5493
18	32
18	668
18	1207
18	1818
18	2424
18	3006
18	3595
18	4244
18	4629
18	5509
19	502
19	668
19	1200
19	1819
19	2426
19	3032
19	3616
19	4125
19	4619
19	5510
19	5951
20	137
20	674
20	1202
20	1813
20	2407
20	3030
20	3582
20	4109
20	4673
20	5510
21	97
21	669
21	1216
21	1811
21	2421
21	2849
21	3560
21	4211
21	4780
21	5399
22	541
22	674
22	1210
22	1808
22	2414
22	2991
22	3626
22	4154
22	4899
22	5367
23	357
23	668
23	1205
23	1820
23	2427
23	3012
23	3605
23	4224
23	4658
23	5499
24	459
24	669
24	1205
24	1822
24	2403
24	3024
24	3583
24	4268
24	4702
24	5319
25	433
25	674
25	1208
25	1815
25	2431
25	3002
25	3578
25	4081
25	4820
25	5501
26	77
26	670
26	1207
26	1816
26	2404
26	3034
26	3568
26	4241
26	4634
26	5442
26	5856
27	61
27	684
27	1210
27	1820
27	2409
27	2992
27	3618
27	4128
27	4845
27	5504
28	297
28	656
28	1202
28	1816
28	2415
28	3033
28	3584
28	4114
28	4843
28	5506
29	110
29	657
29	1204
29	1816
29	2403
29	2994
29	3633
29	4265
29	4765
29	5381
29	5961
30	62
30	675
30	1202
30	1814
30	2410
30	3035
30	3602
30	4111
30	4867
30	5382
30	5941
31	263
31	668
31	1226
31	1827
31	2429
31	3001
31	3577
31	4237
31	4755
31	5507
32	477
32	669
32	1243
32	1817
32	2412
32	3019
32	3606
32	4159
32	4750
32	5510
33	542
33	675
33	1206
33	1815
33	2413
33	3036
33	3604
33	4152
33	4898
33	5400
34	279
34	667
34	1201
34	1818
34	2423
34	3018
34	3593
34	4225
34	4882
34	5511
34	5976
35	515
35	675
35	1209
35	1821
35	2419
35	3008
35	3596
35	4194
35	4881
35	5511
35	5889
36	189
36	679
36	1204
36	1815
36	2421
36	2824
36	3597
36	4208
36	4715
36	5386
36	5724
37	90
37	674
37	1215
37	1812
37	2433
37	3004
37	3581
