16_16_375girth6upGirth6emd0w3.txt	93.6333%	92.5333%	0.1667%	0.0333%
16_16_375girth6upGirth6emd0w3.txt_matrix2.txt	94.3667%	93.4667%	8.5000%	0.0333%
30_30_200girth6upGirth6emd0seed2protograph_from_30x30.txt_matrix1.txt	87.7000%	86.9667%	0.0667%	0.0333%
30_30_200girth6upGirth6emd0seed2protograph_from_30x30.txt_matrix2.txt	89.1000%	86.2667%	0.0333%	89.1333%
