50_50_120girth6upGirth6emd0seed2protograph_from_50x50.txt_matrix1.txt	92.9333%	90.7333%	0.0333%	92.8667%
50_50_120girth6upGirth6emd0seed2protograph_from_50x50.txt_matrix2.txt	92.0667%	89.0000%	0.0333%	92.8000%
