48	48	125
1&2	-1	-1	-1	-1	-1	80&109	51&1	-1	-1	-1	-1	-1	99&44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38&7	-1	-1	-1	-1	-1	-1	-1	-1	-1	64&13	27&53	98&1	-1	-1	-1	-1	-1	-1	86&113	-1	
0&5	-1	-1	72&19	-1	3&96	-1	-1	-1	-1	-1	-1	-1	-1	61&3	-1	-1	-1	-1	-1	-1	-1	87&108	-1	-1	0&82	-1	39&93	68&0	-1	77&38	32&72	-1	-1	20&80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
2&45	-1	-1	-1	67&119	-1	0&108	-1	-1	-1	-1	29&5	-1	-1	-1	-1	-1	-1	-1	83&36	-1	2&48	-1	-1	-1	-1	-1	-1	91&49	-1	-1	96&32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11&103	-1	
-1	-1	-1	-1	-1	18&112	-1	-1	-1	-1	-1	-1	-1	50&121	8&96	-1	-1	-1	-1	25&20	-1	-1	-1	-1	64&111	-1	-1	-1	69&4	12&70	52&1	-1	-1	-1	0&117	-1	-1	-1	87&18	-1	-1	10&35	-1	-1	-1	-1	-1	-1	
113&92	-1	-1	-1	118&107	-1	-1	-1	-1	3&115	-1	7&104	-1	-1	-1	15&1	-1	-1	-1	-1	-1	-1	6&29	-1	-1	-1	-1	-1	-1	-1	-1	0&67	2&59	-1	-1	-1	1&121	-1	64&5	-1	-1	-1	-1	-1	104&100	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	0&2	-1	-1	-1	6&124	-1	9&23	94&120	-1	3&36	-1	-1	-1	-1	-1	33&96	21&9	19&120	-1	-1	-1	-1	64&59	-1	-1	-1	-1	0&83	-1	-1	115&116	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	65&114	-1	-1	-1	-1	1&3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4&30	-1	-1	-1	4&65	-1	-1	59&42	-1	-1	-1	4&1	-1	-1	-1	-1	-1	-1	-1	3&37	-1	121&16	-1	-1	93&54	21&84	
-1	3&9	-1	-1	-1	-1	-1	-1	13&54	2&18	-1	-1	-1	7&113	64&67	3&89	-1	102&41	-1	24&101	97&4	-1	-1	-1	-1	52&51	1&93	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34&44	-1	-1	1&110	-1	-1	-1	-1	-1	-1	-1	2&93	-1	-1	24&57	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3&50	-1	108&7	89&10	64&106	
-1	-1	55&2	-1	-1	-1	-1	-1	-1	-1	2&6	23&3	-1	-1	-1	-1	3&121	-1	-1	-1	43&41	-1	-1	-1	-1	-1	3&116	1&53	19&51	9&120	29&79	53&48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	16&42	101&60	-1	-1	43&5	-1	44&14	83&98	56&5	-1	-1	-1	-1	-1	-1	-1	77&111	-1	21&12	-1	-1	-1	-1	-1	-1	-1	-1	9&23	-1	-1	-1	-1	43&111	-1	-1	56&85	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	67&63	-1	-1	113&30	-1	-1	-1	-1	-1	13&40	-1	-1	-1	113&47	-1	-1	-1	-1	-1	-1	102&3	-1	-1	-1	-1	62&0	-1	36&29	-1	-1	-1	-1	-1	-1	108&85	118&43	116&73	-1	5&38	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	19&99	-1	-1	-1	121&4	-1	7&121	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	85&30	51&0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	79&109	11&39	-1	-1	13&53	-1	-1	3&110	88&51	-1	111&78	-1	-1	
-1	-1	-1	-1	-1	59&89	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57&62	-1	-1	-1	-1	2&124	-1	18&66	-1	6&94	-1	9&8	-1	-1	-1	-1	12&83	-1	-1	-1	24&2	-1	-1	39&5	0&56	14&45	-1	-1	-1	-1	-1	
1&13	-1	-1	-1	-1	-1	-1	47&42	-1	-1	-1	-1	15&75	-1	79&114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2&111	-1	-1	-1	-1	-1	-1	-1	-1	-1	80&44	46&120	-1	111&92	-1	-1	-1	-1	6&29	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3&40	-1	-1	-1	-1	-1	-1	-1	-1	93&100	-1	-1	-1	-1	-1	-1	10&119	-1	-1	-1	16&1	-1	-1	-1	-1	-1	76&94	-1	-1	-1	32&100	14&3	26&119	30&55	67&91	103&100	-1	-1	
-1	-1	-1	-1	-1	-1	-1	2&97	-1	59&87	-1	-1	-1	-1	-1	6&31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5&1	-1	-1	-1	2&98	15&121	24&94	-1	-1	-1	-1	-1	-1	-1	-1	39&0	-1	-1	-1	2&46	1&113	
-1	1&4	-1	-1	-1	4&112	111&8	-1	54&122	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96&29	-1	-1	-1	-1	-1	8&86	-1	-1	2&0	98&113	109&80	21&85	-1	-1	-1	-1	-1	119&109	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	84&63	-1	-1	-1	-1	-1	-1	-1	1&2	-1	63&0	-1	-1	-1	1&31	73&83	-1	-1	-1	-1	-1	0&68	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80&57	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	2&95	-1	-1	-1	3&13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12&100	0&106	-1	-1	-1	-1	-1	-1	-1	64&89	-1	-1	112&52	-1	-1	61&63	35&47	84&89	11&68	108&14	-1	-1	-1	
3&63	-1	-1	-1	-1	13&83	28&72	-1	4&123	-1	112&25	-1	-1	-1	-1	-1	48&53	-1	7&3	-1	-1	-1	-1	-1	61&86	99&32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	0&6	-1	-1	-1	-1	-1	-1	65&3	80&1	105&122	-1	-1	-1	-1	-1	-1	3&4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10&3	-1	-1	106&115	-1	-1	-1	-1	-1	-1	107&18	-1	-1	-1	64&108	33&124	44&111	-1	
70&83	-1	-1	-1	-1	7&14	-1	9&34	3&51	-1	-1	-1	81&59	-1	-1	-1	25&59	-1	-1	-1	-1	-1	105&33	-1	71&111	-1	64&124	-1	3&23	-1	-1	-1	-1	89&100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	73&1	-1	-1	-1	44&123	-1	13&76	95&100	-1	-1	-1	-1	-1	-1	3&16	-1	-1	2&97	-1	-1	-1	-1	-1	-1	-1	-1	95&27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	61&7	69&55	93&84	
-1	-1	-1	117&80	-1	-1	-1	-1	-1	-1	50&89	-1	-1	-1	-1	8&99	-1	-1	-1	-1	88&8	-1	-1	65&14	-1	-1	63&88	-1	-1	-1	-1	58&30	-1	-1	59&32	-1	-1	-1	-1	43&121	-1	-1	30&76	-1	-1	-1	19&12	-1	
-1	-1	-1	-1	-1	-1	-1	3&42	121&48	-1	-1	-1	-1	-1	-1	30&85	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37&119	-1	89&64	-1	-1	-1	-1	-1	-1	109&0	-1	-1	10&114	-1	-1	-1	-1	-1	95&42	-1	-1	
-1	-1	34&68	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0&70	-1	-1	0&4	2&85	123&62	-1	73&20	80&90	-1	27&65	-1	-1	41&43	79&114	-1	-1	2&34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	13&64	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	109&55	-1	-1	36&77	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23&28	47&1	-1	67&22	-1	-1	-1	-1	-1	-1	-1	22&80	-1	-1	-1	-1	-1	-1	-1	
-1	-1	11&86	-1	-1	-1	67&0	-1	-1	-1	-1	-1	-1	-1	-1	-1	97&0	-1	-1	-1	-1	58&92	29&39	108&1	-1	-1	-1	-1	-1	-1	39&15	-1	-1	-1	-1	-1	85&46	-1	-1	-1	24&57	-1	-1	85&26	-1	100&120	-1	-1	
-1	-1	108&85	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1&94	-1	-1	-1	-1	-1	68&33	43&54	-1	-1	-1	-1	-1	-1	-1	109&99	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18&44	-1	-1	-1	-1	17&121	-1	-1	-1	
-1	36&120	-1	-1	-1	-1	3&101	-1	-1	-1	-1	44&30	-1	-1	109&61	-1	90&79	-1	-1	-1	-1	-1	-1	115&63	71&4	-1	-1	-1	-1	-1	-1	-1	-1	3&98	-1	-1	113&106	-1	-1	-1	-1	-1	-1	-1	-1	58&40	-1	34&102	
-1	-1	-1	-1	51&60	59&92	-1	-1	-1	-1	-1	-1	68&102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16&109	-1	-1	-1	-1	-1	-1	-1	105&32	-1	-1	-1	-1	-1	99&32	-1	-1	-1	-1	-1	-1	-1	-1	-1	

