48	48	125
-1	-1	0	-1	-1	-1	-1	-1	95	-1	-1	21	28	-1	-1	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	119	-1	-1	-1	89	-1	-1	1	124	-1	-1	68	56	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	24	-1	72	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	105	-1	101	-1	-1	-1	119	29	-1	69	-1	-1	-1	
-1	0	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	61	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84	-1	55	14	110	12	99	105	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	0	-1	-1	41	3	1	-1	-1	-1	-1	106	-1	-1	100	-1	-1	-1	-1	-1	-1	-1	55	-1	118	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	103	-1	-1	-1	0	-1	38	99	114	-1	-1	-1	-1	-1	1	64	
75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	113	-1	-1	-1	-1	-1	-1	-1	91	110	-1	-1	-1	-1	-1	51	121	-1	-1	87	-1	-1	37	-1	51	59	-1	-1	-1	
104	-1	-1	-1	-1	-1	76	9	-1	-1	-1	-1	-1	113	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91	-1	-1	-1	-1	-1	-1	-1	-1	-1	94	32	13	-1	-1	-1	-1	-1	-1	94	-1	
113	-1	-1	49	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	72	-1	33	101	-1	16	23	-1	-1	86	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
0	-1	-1	-1	113	-1	48	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	19	-1	36	-1	-1	-1	-1	-1	-1	52	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	
-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	97	88	-1	-1	-1	-1	17	-1	-1	-1	-1	77	-1	-1	-1	58	122	30	-1	-1	-1	102	-1	-1	-1	22	-1	-1	27	-1	-1	-1	-1	-1	-1	
124	-1	-1	-1	97	-1	-1	-1	-1	51	-1	26	-1	-1	-1	68	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	16	8	-1	-1	-1	2	-1	77	-1	-1	-1	-1	-1	116	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	91	-1	-1	-1	81	-1	83	0	-1	120	-1	-1	-1	-1	-1	59	40	69	-1	-1	-1	-1	45	-1	-1	-1	-1	41	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	8	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	-1	-1	61	-1	-1	51	-1	-1	-1	121	-1	-1	-1	-1	-1	-1	-1	33	-1	71	-1	-1	49	33	
-1	54	-1	-1	-1	-1	-1	-1	54	6	-1	-1	-1	98	97	24	-1	96	-1	48	69	-1	-1	-1	-1	50	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	99	-1	-1	97	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	80	77	106	
-1	-1	65	-1	-1	-1	-1	-1	-1	-1	113	124	-1	-1	-1	-1	87	-1	-1	-1	96	-1	-1	-1	-1	-1	37	33	86	30	40	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	74	97	-1	-1	31	-1	29	102	45	-1	-1	-1	-1	-1	-1	-1	22	-1	118	-1	-1	-1	-1	-1	-1	-1	-1	49	-1	-1	-1	-1	36	-1	-1	81	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	86	-1	-1	17	-1	-1	-1	-1	-1	37	-1	-1	-1	66	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	124	-1	55	-1	-1	-1	-1	-1	-1	60	98	4	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	113	-1	-1	-1	24	-1	112	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	39	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	3	-1	-1	19	-1	-1	69	56	-1	72	-1	-1	
-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	-1	-1	-1	-1	15	-1	24	-1	123	-1	50	-1	-1	-1	-1	26	-1	-1	-1	80	-1	-1	12	21	9	-1	-1	-1	-1	-1	
53	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	4	-1	73	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	63	-1	47	-1	-1	-1	-1	43	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	101	-1	-1	-1	98	-1	-1	-1	-1	-1	70	-1	-1	-1	7	41	85	1	104	51	-1	-1	
-1	-1	-1	-1	-1	-1	-1	38	-1	18	-1	-1	-1	-1	-1	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	122	48	32	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	56	92	
-1	8	-1	-1	-1	36	111	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	-1	-1	-1	-1	91	-1	-1	52	2	113	34	-1	-1	-1	-1	-1	85	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	17	-1	-1	-1	-1	-1	-1	-1	57	-1	65	-1	-1	-1	77	70	-1	-1	-1	-1	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	47	-1	-1	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	121	-1	-1	-1	-1	-1	-1	-1	14	-1	-1	5	-1	-1	1	70	65	66	29	-1	-1	-1	
10	-1	-1	-1	-1	1	101	-1	17	-1	121	-1	-1	-1	-1	-1	0	-1	76	-1	-1	-1	-1	-1	28	112	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	119	-1	-1	-1	-1	-1	-1	46	82	53	-1	-1	-1	-1	-1	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	121	-1	-1	58	-1	-1	-1	-1	-1	-1	124	-1	-1	-1	112	36	70	-1	
64	-1	-1	-1	-1	90	-1	4	104	-1	-1	-1	87	-1	-1	-1	0	-1	-1	-1	-1	-1	22	-1	44	-1	96	-1	59	-1	-1	-1	-1	62	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	95	-1	-1	-1	105	-1	11	49	-1	-1	-1	-1	-1	-1	67	-1	-1	122	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	28	90	
-1	-1	-1	98	-1	-1	-1	-1	-1	-1	31	-1	-1	-1	-1	31	-1	-1	-1	-1	47	-1	-1	44	-1	-1	36	-1	-1	-1	-1	9	-1	-1	48	-1	-1	-1	-1	108	-1	-1	27	-1	-1	-1	116	-1	
-1	-1	-1	-1	-1	-1	-1	22	35	-1	-1	-1	-1	-1	-1	93	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	88	-1	-1	-1	-1	-1	-1	19	-1	-1	14	-1	-1	-1	-1	-1	23	-1	-1	
-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	62	-1	-1	85	115	116	-1	124	44	-1	19	-1	-1	20	61	-1	-1	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	67	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	95	-1	-1	87	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	114	89	-1	82	-1	-1	-1	-1	-1	-1	-1	77	-1	-1	-1	-1	-1	-1	-1	
-1	-1	68	-1	-1	-1	119	-1	-1	-1	-1	-1	-1	-1	-1	-1	106	-1	-1	-1	-1	114	124	81	-1	-1	-1	-1	-1	-1	93	-1	-1	-1	-1	-1	100	-1	-1	-1	94	-1	-1	35	-1	99	-1	-1	
-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	-1	-1	-1	-1	38	94	-1	-1	-1	-1	-1	-1	-1	109	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	-1	-1	-1	57	-1	-1	-1	
-1	5	-1	-1	-1	-1	31	-1	-1	-1	-1	9	-1	-1	59	-1	70	-1	-1	-1	-1	-1	-1	32	113	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	-1	99	-1	-1	-1	-1	-1	-1	-1	-1	64	-1	108	
-1	-1	-1	-1	27	60	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	39	-1	-1	-1	-1	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	

