25	25	240
10	101	-1	-1	10	24	-1	-1	169	67	-1	-1	180	-1	-1	102	180	-1	-1	-1	-1	-1	-1	-1	-1	
-1	46	45	-1	-1	-1	43	-1	-1	-1	-1	37	10	-1	54	131	-1	-1	12	126	-1	-1	-1	-1	-1	
4	-1	54	56	177	-1	-1	-1	80	27	232	104	235	-1	-1	-1	-1	-1	-1	-1	-1	-1	221	186	161	
2	18	-1	-1	-1	52	-1	-1	-1	74	-1	8	-1	79	-1	-1	-1	62	112	10	-1	-1	-1	-1	63	
-1	-1	109	49	-1	41	76	38	-1	-1	103	201	132	-1	-1	229	-1	-1	-1	-1	-1	-1	-1	96	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	10	-1	2	-1	-1	-1	-1	15	45	62	73	151	182	-1	
17	-1	-1	108	31	-1	-1	-1	-1	-1	-1	-1	183	-1	139	53	62	216	223	-1	-1	-1	-1	109	-1	
-1	-1	-1	-1	-1	-1	-1	4	113	-1	216	-1	50	-1	33	-1	-1	-1	4	26	101	216	170	-1	127	
-1	-1	153	-1	-1	160	-1	-1	29	40	-1	163	-1	170	-1	183	131	90	-1	-1	-1	-1	-1	-1	-1	
-1	1	164	-1	146	-1	219	65	86	-1	9	-1	-1	-1	-1	-1	33	52	-1	-1	-1	-1	-1	-1	123	
4	59	5	-1	83	92	144	52	-1	-1	142	-1	-1	-1	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	51	-1	-1	-1	18	81	-1	25	-1	33	-1	28	25	-1	-1	33	-1	33	-1	-1	31	68	121	38	
-1	55	-1	109	-1	-1	118	-1	12	-1	-1	-1	-1	-1	-1	83	78	116	7	-1	179	-1	-1	-1	-1	
1	32	-1	-1	-1	-1	-1	-1	187	9	197	-1	-1	-1	-1	-1	189	-1	-1	34	193	169	-1	-1	141	
-1	-1	85	164	-1	159	-1	142	-1	219	-1	14	91	-1	2	204	-1	-1	-1	-1	157	124	132	81	158	
24	-1	-1	-1	-1	169	-1	99	-1	-1	0	-1	-1	-1	52	-1	-1	-1	-1	206	218	202	10	-1	-1	
87	181	8	-1	220	-1	-1	44	-1	-1	-1	-1	-1	-1	-1	-1	65	90	76	180	-1	-1	-1	-1	-1	
-1	-1	-1	67	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	131	124	213	5	100	
-1	-1	121	-1	122	79	16	152	-1	-1	82	-1	-1	49	-1	22	58	-1	-1	-1	-1	43	162	236	164	
171	-1	-1	24	-1	-1	-1	186	82	-1	-1	-1	-1	-1	-1	-1	88	165	-1	-1	155	21	24	-1	139	
-1	-1	-1	40	-1	-1	208	161	105	146	78	17	139	203	-1	-1	-1	-1	-1	-1	-1	-1	-1	169	-1	
-1	-1	-1	51	47	-1	-1	-1	-1	-1	-1	-1	-1	98	28	70	-1	165	-1	60	149	147	213	121	-1	
134	-1	-1	-1	4	-1	-1	-1	-1	214	-1	-1	-1	62	198	-1	-1	15	109	148	234	-1	-1	-1	-1	
-1	11	-1	-1	28	144	49	-1	-1	-1	-1	25	55	85	73	-1	-1	108	-1	-1	-1	-1	-1	-1	-1	
-1	-1	69	134	-1	-1	214	-1	-1	147	-1	44	-1	75	12	180	-1	-1	193	-1	-1	-1	-1	-1	-1	

