25	25	240
77	156	-1	-1	226	151	-1	-1	88	39	-1	-1	138	-1	-1	118	63	-1	-1	-1	-1	-1	-1	-1	-1	
-1	70	27	-1	-1	-1	190	-1	-1	-1	-1	76	228	-1	85	47	-1	-1	36	44	-1	-1	-1	-1	-1	
111	-1	11	15	206	-1	-1	-1	121	201	214	104	222	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	125	59	
137	219	-1	-1	-1	68	-1	-1	-1	213	-1	158	-1	6	-1	-1	-1	74	88	152	-1	-1	-1	-1	41	
-1	-1	114	214	-1	72	49	98	-1	-1	186	210	22	-1	-1	169	-1	-1	-1	-1	-1	-1	-1	221	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	179	-1	36	-1	-1	-1	-1	122	128	102	16	9	108	-1	
65	-1	-1	155	224	-1	-1	-1	-1	-1	-1	-1	111	-1	165	74	195	209	198	-1	-1	-1	-1	185	-1	
-1	-1	-1	-1	-1	-1	-1	61	52	-1	70	-1	190	-1	169	-1	-1	-1	112	115	55	128	118	-1	41	
-1	-1	222	-1	-1	92	-1	-1	94	113	-1	159	-1	96	-1	134	110	73	-1	-1	-1	-1	-1	-1	-1	
-1	223	162	-1	88	-1	137	69	135	-1	24	-1	-1	-1	-1	-1	156	189	-1	-1	-1	-1	-1	-1	180	
166	39	135	-1	202	196	19	79	-1	-1	103	-1	-1	-1	122	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	204	-1	-1	-1	183	190	-1	197	-1	160	-1	38	115	-1	-1	178	-1	94	-1	-1	78	217	47	152	
-1	66	-1	1	-1	-1	123	-1	200	-1	-1	-1	-1	-1	-1	234	91	180	84	-1	9	-1	-1	-1	-1	
27	158	-1	-1	-1	-1	-1	-1	146	216	152	-1	-1	-1	-1	-1	146	-1	-1	26	32	225	-1	-1	90	
-1	-1	19	69	-1	226	-1	202	-1	89	-1	131	60	-1	154	179	-1	-1	-1	-1	226	222	199	204	6	
134	-1	-1	-1	-1	119	-1	123	-1	-1	16	-1	-1	-1	95	-1	-1	-1	-1	0	236	168	95	-1	-1	
123	92	126	-1	194	-1	-1	57	-1	-1	-1	-1	-1	-1	-1	-1	153	215	103	27	-1	-1	-1	-1	-1	
-1	-1	-1	101	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	116	29	209	207	211	
-1	-1	154	-1	234	201	4	56	-1	-1	51	-1	-1	215	-1	80	84	-1	-1	-1	-1	216	131	85	103	
172	-1	-1	67	-1	-1	-1	145	43	-1	-1	-1	-1	-1	-1	-1	109	8	-1	-1	165	0	31	-1	50	
-1	-1	-1	83	-1	-1	175	103	17	211	177	205	145	52	-1	-1	-1	-1	-1	-1	-1	-1	-1	94	-1	
-1	-1	-1	183	119	-1	-1	-1	-1	-1	-1	-1	-1	63	2	122	-1	60	-1	53	14	191	156	2	-1	
20	-1	-1	-1	3	-1	-1	-1	-1	112	-1	-1	-1	53	5	-1	-1	158	224	225	225	-1	-1	-1	-1	
-1	188	-1	-1	9	79	149	-1	-1	-1	-1	215	208	169	63	-1	-1	73	-1	-1	-1	-1	-1	-1	-1	
-1	-1	11	228	-1	-1	54	-1	-1	127	-1	86	-1	80	91	28	-1	-1	77	-1	-1	-1	-1	-1	-1	

