25	25	240
9	10	-1	-1	5	200	-1	-1	119	10	-1	-1	132	-1	-1	202	68	-1	-1	-1	-1	-1	-1	-1	-1	
-1	8	20	-1	-1	-1	90	-1	-1	-1	-1	6	24	-1	11	52	-1	-1	121	163	-1	-1	-1	-1	-1	
7	-1	0	3	175	-1	-1	-1	18	32	156	214	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	27	120	
4	8	-1	-1	-1	16	-1	-1	-1	202	-1	17	-1	77	-1	-1	-1	0	125	12	-1	-1	-1	-1	12	
-1	-1	56	25	-1	35	204	53	-1	-1	99	64	125	-1	-1	225	-1	-1	-1	-1	-1	-1	-1	113	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	179	-1	9	-1	-1	-1	-1	1	36	38	159	50	109	-1	
91	-1	-1	17	23	-1	-1	-1	-1	-1	-1	-1	51	-1	170	232	54	191	29	-1	-1	-1	-1	101	-1	
-1	-1	-1	-1	-1	-1	-1	55	28	-1	118	-1	186	-1	153	-1	-1	-1	10	227	235	29	225	-1	38	
-1	-1	2	-1	-1	5	-1	-1	2	218	-1	166	-1	30	-1	25	67	44	-1	-1	-1	-1	-1	-1	-1	
-1	24	1	-1	237	-1	205	45	106	-1	117	-1	-1	-1	-1	-1	4	147	-1	-1	-1	-1	-1	-1	158	
24	34	7	-1	179	164	63	57	-1	-1	90	-1	-1	-1	147	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	5	-1	-1	-1	26	62	-1	27	-1	128	-1	95	193	-1	-1	1	-1	80	-1	-1	32	140	2	161	
-1	226	-1	7	-1	-1	227	-1	181	-1	-1	-1	-1	-1	-1	22	23	71	145	-1	56	-1	-1	-1	-1	
142	76	-1	-1	-1	-1	-1	-1	68	48	112	-1	-1	-1	-1	-1	108	-1	-1	12	205	58	-1	-1	99	
-1	-1	109	230	-1	16	-1	186	-1	48	-1	219	215	-1	30	125	-1	-1	-1	-1	11	131	49	57	93	
61	-1	-1	-1	-1	9	-1	87	-1	-1	51	-1	-1	-1	139	-1	-1	-1	-1	87	24	222	195	-1	-1	
239	221	114	-1	230	-1	-1	199	-1	-1	-1	-1	-1	-1	-1	-1	130	12	205	19	-1	-1	-1	-1	-1	
-1	-1	-1	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	214	128	55	225	97	205	
-1	-1	24	-1	14	38	168	75	-1	-1	111	-1	-1	148	-1	96	122	-1	-1	-1	-1	237	41	158	69	
42	-1	-1	77	-1	-1	-1	229	145	-1	-1	-1	-1	-1	-1	-1	109	239	-1	-1	156	152	199	-1	52	
-1	-1	-1	76	-1	-1	27	147	196	46	102	176	39	132	-1	-1	-1	-1	-1	-1	-1	-1	-1	104	-1	
-1	-1	-1	139	179	-1	-1	-1	-1	-1	-1	-1	-1	109	99	53	-1	91	-1	183	174	80	204	150	-1	
86	-1	-1	-1	76	-1	-1	-1	-1	201	-1	-1	-1	153	197	-1	-1	148	238	136	215	-1	-1	-1	-1	
-1	13	-1	-1	57	67	49	-1	-1	-1	-1	116	113	190	163	-1	-1	127	-1	-1	-1	-1	-1	-1	-1	
-1	-1	150	171	-1	-1	228	-1	-1	212	-1	95	-1	33	139	220	-1	-1	126	-1	-1	-1	-1	-1	-1	

